法律依据,出现次数
《最高人民法院、最高人��检察院关于办理诈骗刑事案件具体应用法律若干问题的解释》第1条第1款,9
《中华人民共和国刑事诉讼法(2012年)》第143条,9
《中华人民共和国刑法》第408条,9
《最高人民法院关于办理减刑、假释案件具体应用法律若干问题的规定》第15条,9
《最高人民法院关于办理减刑、假释案件具体应用法律若干问题的规定》第9条第1款,9
《中华人民共和国刑事诉讼法(2012年)》第27条,9
《中华人民共和国侵权责任法》第3条,9
《中华人民共和国民事诉讼法》第103条,9
《最高人民法院关于审理非法制造、买卖、运输枪支、弹药、爆炸物等刑事案件具体应用法律若干问题的解释(2001年)》第5条第1款,8
《中华人民共和国刑法(1997年)》第326条第321款,8
《最高人民法院关于适用刑法时间效力规定若干问题的解释》第1条,8
《中华人民共和国刑法》第154条,8
《最高人民法院关于审理非法采矿、破坏性采矿刑事案件具体应用法律若干问题的解释》第7条,8
《中华人民共和国刑法(1979年)》第42条,8
《中华人民共和国道路交通安全法》第42条第41款,8
《中华人民共和国刑事诉讼法(2012年)》第252条第251款,8
《中华人民共和国民事诉讼法(2013年)》第279条,8
《中华人民共和国刑事诉讼法(2012年)》第125条第121款,8
《最高人民法院关于审理危害军事通信刑事案件具体应用法律若干问题的解释》第3条,8
《中华人民共和国行政处罚法》第7条第1款,8
《中华人民共和国刑法(1997年)》第8条,8
《最高人民法院关于刑事附带民事诉讼范围问题的规定》第2条,8
《中华人民��和国刑事诉讼法》第505条第501款,8
《中华人民共和国刑法(1997年)》第402条,8
《中华人民共和国刑法(1997年)》第407条,8
《中华人民共和国刑法(1979年)》第77条,8
《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定(二)》第27条,8
《最高人民法院、最高人民检察院关于办理受贿刑事案件适用法律若干问题的意见》第10条第11款,8
《中华人民共和国刑事诉讼法》第458条,8
《最高人民法院关于处理自首和立功具体应用法律若干问题的��释》第3条,8
《最高人民法院、最高人民检察院关于办理职务犯罪案件严格适用缓刑、免予刑事处罚若干问题的意见》第5条,8
《中华人民共和国刑法(1997年)》第174条第171款,8
《中华人民共和国刑事诉讼法》第163条,8
《最高人民法院关于依法查处盗窃、抢劫机动车案件的规定》第17条,8
《全国部分法院审理毒品犯罪案件工作座谈会纪要》第6条第1款,8
《最高人民法院关于审理破坏森林资源刑事案件具体应用法律若干问题的解释》第9条,8
《中华人民共和国道路交通安全法实施条例》第46条,8
《中华人民共和国刑法(1997年)》第408条第401款,8
《医疗废物管理条例》第2条第1款,8
《中华人民共和国刑法修正案(八)》第67条,8
《最高人民法院、最高人民检察院关于办理妨害信用卡管理刑事案件具体应用法律若干问题的解释》第53条,8
《最高人民法院关于审理骗取出口退税刑事案件具体应用法律若干问题的解释》第3条,8
《最高人民法院关于审理伪造货币等案件具体应用法律若干问题的解释(二)》第3条第1款,8
《中华人民共和国刑法》第18条,8
《中华人民共和国刑事诉讼法(2012年)》第37条第31款,8
《中华人民共和国民事诉讼法(2013年)》第145条第141款,8
《中华人民共和国枪支管理法》第3条第1款,8
《中华人民共和国侵权责任法》第48条,8
《中华人民共和国刑事诉讼法(2012年)》第60条第61款,8
《中华人民共和国刑法》第38条第38款,8
《中华人民共和国刑法》第355条第351款,8
《中华人民共和国刑法》第230条,8
《最高人民法院关于审理拒不执行判决、裁定案件具体应用法律若干问题的解释》第6条,8
《中华人民共和国刑法》第212条,8
《中华人民共和国民事诉讼法》第279条,8
《中华人民共和国民事诉讼法》第13条,8
《中华人民共和国刑法》第96条,8
《中华人民共和国刑事诉讼法(2012年)》第308条,8
《最高人民法院关于适用财产刑若干问题的规定》第61条,8
《中华人民共和国刑法》第366条,8
《中华人民共和国刑法》第374条,8
《中华人民共和国刑事诉讼法(1996年)》第174条,7
《中华人民共和国刑法》第32条,7
《中华人民共和国刑法(1997年)》第170条,7
《最高人民法院关于审理走私刑事案件具体应用法律若干问题的解释》第10条第11款,7
《最高人民法院关于审理盗窃案件具体应用法律若干问题的解释》第10条,7
《中华人民共和国刑法》第301条第301款,7
《中华人民共和国刑法(1979年)》第76条,7
《中华人民共和国刑法》第166条,7
《最��人民法院关于刑事附带民事诉讼范围问题的规定》第4条,7
《最高人民法院关于审理非法制造、买卖、运输枪支、弹药、爆炸物等刑事案件具体应用法律若干问题的���释(2009年)》第8条第1款,7
《中华人民共和国道路交通安全法实施条例》第28条,7
《中华人民共和国刑法》第219条第211款,7
《最高人民法院关于处理自首和立功具体应用法律若干问题的解释》第67条,7
《中华人民共和国刑法(1997年)》第132条,7
《中华人民共和国道路交通安全法(2011年)》第77条,7
《中华人民共和国刑法(1997年)》第204条第201款,7
《中华人民共和国刑事诉讼法(2012年)》第25条第21款,7
《中华人民共和国刑事诉讼法》第156条,7
《中华人民共和国刑事诉讼法(2012年)》第171条第171款,7
《中华人民共和国刑事诉讼法》第243条,7
《中华人民共和国刑法(1997年)》第320条,7
《中华人民共和国刑事诉讼法》第85条,7
《中��人民共和国刑事诉讼法(2012年)》第195条,7
《中华人民共和国刑法(1997年)》第139条,7
《最高人民法院、最高人民检察院关于办理敲诈勒索刑事案件适用法律若干问题的解释》第5条,7
《中华人民共和国刑事诉讼法(2012年)》第202条第201款,7
《最高人民法院关于审理挪用公款案件具体应用法律若干问题的解释》第6条,7
《最高人民法院关于民事诉讼证据的若干规定》第2条第1款,7
《中华人民共和国禁毒法》第2条第1款,7
《中华人民共和国刑法修正案(八)》第52条,7
《中华人民共和国刑法修正案(八)》第72条,7
《中华人民共和国刑法修正案(八)》第73条,7
《中华人民共和国道路交通安全法(2011年)》第52条,7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第35条第31款,7
《中华人民共和国刑法(1997年)》第395条第391款,7
《最高人民检察院关于渎职侵权犯罪案件立案标准的规定》第18条,7
《中华人民共和国刑事诉讼法》第500条,7
《中华人民共和国刑法(1997年)》第116条,7
《中华人民共和国刑事诉讼法(2012年)》第224条,7
《最高人民法院、最高人民检察院关于办理妨害信用卡管理刑事案件具体应用法律若干问题的解释》第6条第6款,7
《中华人民共和国刑事诉讼法(2012年)》第28条,7
《中华人民共和国矿产资源法(1996年)》第39条第31款,7
《最高人民法院、最高人民检察院关于办理妨害信用卡管理刑事案件具体应用法律若干问题的解释》第72条,7
《中华人民共和国刑法(1997年)》第146条,7
《最高人民法院、最高人民检察院关于办理寻衅滋事刑事案件适��法律若干问题的解释》第2条,7
《最高人民法院、最高人民检察院关于办理走私刑事案件适用法律若干问题的解释》第24条第21款,7
《最高人民法院关于审理非法采矿、破坏性采矿刑事案件具体应用法律若干问题的解释》第6条,7
《最高人民法院、最高人民检察院关于办理非法生产、销售烟草专卖品等刑事案件具体应用法律若干问题的解释》第7条,7
《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定(二)》第77条,7
《中华人民共和国刑事诉讼法(2012年)》第139条第131款,7
《中华人民共和国环境保护法》第4条,7
《中华人民共和国刑法》第299条,7
《中华人民共和国民法通则》第5条,7
《中华人民共和国刑法修正案(八)》第131条,7
《中华人民共和国刑法》第222条,7
《中华人民共和国刑法》第9条第1款,7
《最高人民���院关于审理非法集资刑事案件具体应用法律若干问题的解释》第3条第1款,7
